Location,Locname,Postcode,HB2019,HB2019Name
H425Q,Staffin Nursery - GM,IV51 9JS,S08000022,NHS Highland
H426L,Tarbat Old Nursery,IV20 1YA,S08000022,NHS Highland
H426Q,Strathconon Nursery,IV6 7QD,S08000022,NHS Highland
H427L,Islay Gaelic College,PA43 7LN,S08000022,NHS Highland
H427Q,Strathgarve Nursery,IV23 2PR,S08000022,NHS Highland
H428L,1st Steps Nursery,PA34 5JL,S08000022,NHS Highland
H428Q,Strathpeffer Nursery,IV14 9AG,S08000022,NHS Highland
H429L,Arrocher Pre 5 Unit,G83 7DG,S08000022,NHS Highland
H429Q,Strontian Nursery,PH36 4HZ,S08000022,NHS Highland
H430L,Badden Farm Nursery,PA31 8SF,S08000022,NHS Highland
H430Q,Struan Nursery,IV56 8FB,S08000022,NHS Highland
H431L,Bunessan Pre 5 Unit,PA67 6DG,S08000022,NHS Highland
H431Q,Tarradale Nursery,IV6 7SU,S08000022,NHS Highland
H432L,Bute Pre 5 Centre,PA20 9JH,S08000022,NHS Highland
H432Q,Torridon Nursery,IV22 2EZ,S08000022,NHS Highland
H433L,Cove and Kilgreggan Nursery,G84 0HT,S08000022,NHS Highland
H433Q,Ullapool Nursery,IV26 2UE,S08000022,NHS Highland
H434L,Craignish Pre School Unit,PA31 8QN,S08000022,NHS Highland
H434Q,Upper Achintore Nursery,PH33 6LL,S08000022,NHS Highland
H435L,Dunbeg Pre 5 Unit,PA37 1QF,S08000022,NHS Highland
H435Q,Coniston Nursery,IV40 8EG,S08000022,NHS Highland
H436L,Garelochhead Playgroup,G84 0DG,S08000022,NHS Highland
H436Q,Dingwall Childrens Nursery,IV15 9XB,S08000022,NHS Highland
H437L,Gartocham Nursery,G83 8NE,S08000031,NHS Greater Glasgow and Clyde
H437Q,Kilcoy Kindergarten,IV6 7SF,S08000022,NHS Highland
H438L,Happy House Christian School,PA34 4LG,S08000022,NHS Highland
H438Q,Little Angels Nursery,IV15 9XL,S08000022,NHS Highland
H439L,Innellan & Toward Family Centre,PA23 7SJ,S08000022,NHS Highland
H439Q,Little Learners Nursery,PH33 6JD,S08000022,NHS Highland
H440L,Inveraray Pre 5 Unit,PA32 8YH,S08000022,NHS Highland
H440Q,Phoenix Nursery/Day Care Centre,PH33 6AN,S08000022,NHS Highland
H441L,John Logie Baird Pre 5 Unit,G84 9EP,S08000022,NHS Highland
H441Q,Achiltibuie Pre-School,IV26 2YG,S08000022,NHS Highland
H442L,Kanga Rhu Pre School,,NA,NA
H442Q,Avoch Under Fives,IV9 8PT,S08000022,NHS Highland
H443L,Kilmartin Pre 5 Unit,PA31 8QF,S08000022,NHS Highland
H443Q,Croileagan Inbhir Pheofharain,IV15 9JZ,S08000022,NHS Highland
H444L,Little Gems Nursery,G84 8QA,S08000022,NHS Highland
H444Q,Cromarty Childcare Centre,IV11 8XQ,S08000022,NHS Highland
H445L,Little Learners Nursery,PA37 1PZ,S08000022,NHS Highland
H445Q,Dingwall Ducklings,IV15 9PW,S08000022,NHS Highland
H446L,Lochgilphead Playgroup (Elf's),PA31 8QX,S08000022,NHS Highland
H446Q,Duror Pre-School Centre,PA38 4BU,S08000022,NHS Highland
H447L,Lochgilphead Pre 5 Unit,PA31 8AA,S08000022,NHS Highland
H447Q,Elgol Pre-School Centre,IV49 9BJ,S08000022,NHS Highland
H448L,Lomond School Nursery,G84 9JX,S08000022,NHS Highland
H448Q,Fortrose Pre-School Limited,IV10 8TJ,S08000022,NHS Highland
H449L,Mulberrybush Nursery,G84 7EY,S08000022,NHS Highland
H449Q,Inverlochy Playgroup,PH33 6LY,S08000022,NHS Highland
H450L,Nursery Rhymes,G82 5NT,S08000022,NHS Highland
H450Q,Kilmallie Playgroup,PH33 7JS,S08000022,NHS Highland
H451L,Patchwork 2 to 5 Group,PA23 7PH,S08000022,NHS Highland
H451Q,Lochaline Under Fives,PA34 5XT,S08000022,NHS Highland
H452L,Riverside Rascals,PA31 8SF,S08000022,NHS Highland
H452Q,Lochcarron Playgroup,IV54 8YF,S08000022,NHS Highland
H453L,Rockfield Pre 5 Unit,PA34 4SB,S08000022,NHS Highland
H453Q,Maryburgh Playgroup,IV7 8DR,S08000022,NHS Highland
H454L,Sandbank Pre 5 Unit,PA23 8PW,S08000022,NHS Highland
H454Q,Muir of Ord Playgroup,IV6 7SX,S08000022,NHS Highland
H455L,Soroba Young Family Group,PA34 4YH,S08000022,NHS Highland
H455Q,Munlochy Pre-School Centre,IV8 8NL,S08000022,NHS Highland
H456L,Stepping Stones Nursery,G84 8DQ,S08000022,NHS Highland
H456Q,Nevis Nippers,PH33 7DP,S08000022,NHS Highland
H457L,Strachur Playgroup,PA27 8DQ,S08000022,NHS Highland
H457Q,Portree Nursery Limited,IV51 9BW,S08000022,NHS Highland
H458L,Tarbert Pre 5 Unit,PA29 6TE,S08000022,NHS Highland
H458Q,Sgoil Araich Braigh Lochabair,PH31 4AG,S08000022,NHS Highland
H459L,Taynuilt Pre 5 Unit,PA35 1JE,S08000022,NHS Highland
H459Q,Upper Achintore Playgroup,PH33 6LL,S08000022,NHS Highland
H460L,Tayvallich Pre 5 Unit,PA31 8PW,S08000022,NHS Highland
H460Q,Family Centre - Merkinch,IV3 8AD,S08000022,NHS Highland
H461L,The Cottage Kindergarten,G84 7HR,S08000022,NHS Highland
H461Q,Limetree Childrens Nursery,IV3 5AU,S08000022,NHS Highland
H462L,Tighnabruaich Pre 5 Unit,PA21 2BE,S08000022,NHS Highland
H462Q,Tiny Tots Nursery,IV2 7HQ,S08000022,NHS Highland
H463L,Cairndow Community Childcare,PA26 8NB,NA,NA
H463Q,Balloch Playgroup,IV2 7HQ,S08000022,NHS Highland
H464L,Cardross Church Playgroup,G82 5NL,S08000022,NHS Highland
H464Q,Ankerville Nursery,IV17 0PG,S08000022,NHS Highland
H465L,Clyde Nursery,G84 8NX,S08000022,NHS Highland
H465Q,Evanton Playgroup,IV16 9XT,S08000022,NHS Highland
H466L,Colgrain Pre 5 Unit,G84 7TZ,S08000022,NHS Highland
H466Q,Fearn Preschool Centre,IV20 1TL,S08000022,NHS Highland
H467L,Dunoon Primary Pre 5 Unit,PA23 7DR,S08000022,NHS Highland
H467Q,Les Enfants,PH22 1UQ,S08000022,NHS Highland
H468L,Rothesay Playgroup,PA20 0HD,S08000022,NHS Highland
H468Q,Stepping Stones Nursery,IV19 1AU,S08000022,NHS Highland
H469L,Smarties Nursery,PA34 5JE,S08000022,NHS Highland
H469Q,Little Angels Nursery,PA43 7LS,S08000022,NHS Highland
H470L,Sunbeams Nursery,PA23 7SJ,S08000022,NHS Highland
H470Q,Campbeltown Nursery Centre,PA28 6LE,S08000022,NHS Highland
H471L,Park Nursery School,PA34 5AU,S08000022,NHS Highland
H472Q,Milton of Leys Primary School,IV2 6HF,S08000022,NHS Highland
H473Q,Falcon Education Centre Aviemore,PH22 1RL,S08000022,NHS Highland
H474Q,Cairngorm Shining Stars,PH22 1UQ,S08000022,NHS Highland
H475Q,Ben Wyvis Nursery,IV7 8BE,S08000022,NHS Highland
H476Q,Green Tree Nursery,IV2 7NP,S08000022,NHS Highland
H477Q,University of the Highlands and Islands,IV3 5SQ,S08000022,NHS Highland
H478Q,Argyll College,PA23 7HP,S08000022,NHS Highland
H479Q,Inverness College,IV1 1SA,S08000022,NHS Highland
H480Q,The North Highland College,KW14 7EE,S08000022,NHS Highland
H481Q,Sabhal Mor Ostaig,IV44 8RQ,S08000022,NHS Highland
H482Q,West Highland College,PH33 6FF,S08000022,NHS Highland
H483Q,St Joseph's Family Learning Centre,G84 7LR,S08000022,NHS Highland
H484Q,Lochnell Pre 5 Nursery Unit,PA37 1QS,S08000022,NHS Highland
H485Q,Bun Sgoil Loch Aber,PH33 7JE,S08000022,NHS Highland
H486Q,Brora Primary School,KW9 6PF,S08000022,NHS Highland
H487Q,Stramash,PH33 6TQ,S08000022,NHS Highland
H488Q,Dalintober Pre Five Unit,PA28 6HG,S08000022,NHS Highland
H489Q,Stramash Outdoor Nursery,PA34 5TU,S08000022,NHS Highland
H490Q,Ardrishaig Early Learning and Childcare,PA30 8HF,S08000022,NHS Highland
H491Q,Country Bumpkins,IV2 7QP,S08000022,NHS Highland
H492Q,Lundavra  Nursery,PH33 6JR,S08000022,NHS Highland
H493Q,Lochyside Nursery,PH33 7NX,S08000022,NHS Highland
H494Q,Arinagour Pre 5 Unit,PA78 6TA,S08000022,NHS Highland
H495Q,Carradale Pre 5 Unit,PA28 6SB,S08000022,NHS Highland
H496Q,Dalmally Pre 5 Unit,PA33 1BE,S08000022,NHS Highland
H497Q,Drumlemble Pre 5 Unit,PA28 6PW,S08000022,NHS Highland
H498Q,Easdale Pre 5 Unit,PA34 4RF,S08000022,NHS Highland
H499Q,Gigha Pre 5 Unit,PA41 7AA,S08000022,NHS Highland
H500Q,Iona Pre 5 Unit,PA76 6SJ,S08000022,NHS Highland
H501Q,Lismore Pre 5 Unit,PA34 4TY,S08000022,NHS Highland
H502Q,Luing Pre 5 Unit,PA34 4TY,S08000022,NHS Highland
H503Q,Rhunahaorine Pre 5 Unit,PA29 6XG,S08000022,NHS Highland
H504Q,Salen Pre 5 Unit,PA72 6JL,S08000022,NHS Highland
H505Q,Southend Pre 5 Unit,PA28 6RQ,S08000022,NHS Highland
H506Q,Strath of Appin Pre 5 Unit,PA38 4BG,S08000022,NHS Highland
H507Q,Tiree Gaelic Primary Pre Five Unit,PA77 6XA,S08000022,NHS Highland
H508Q,Tobermory Pre 5 Unit,PA75 6PB,S08000022,NHS Highland
H509Q,Rainbow Childcare,PA34 5AA,S08000022,NHS Highland
H510Q,St Columba's RC Nursery,PH33 7DS,S08000022,NHS Highland
H511Q,Stratherrick Nursery,IV2 6UJ,S08000022,NHS Highland
H512Q,Summerlings Nursery,IV4 7JX,S08000022,NHS Highland
H513Q,Bun Sgoil Ghaidglig Phort Righ,IV51 9EG,S08000022,NHS Highland
H888N,Domiciliary Cancer Registrations,,NA,NA
L001A,NHS Lanarkshire Sites,G71 8BB,S08000032,NHS Lanarkshire
L001B,GP Surgery,G67 2SL,S08000032,NHS Lanarkshire
L001C,Lanarkshire Clinics,,NA,NA
L001G,Hamilton & EK Orthopaedic Referrals,,NA,NA
L001N,Domiciliary Location,,NA,NA
L001T,College of Nursing & Midwifery,ML8 5ER,S08000032,NHS Lanarkshire
L002A,TrakCare PMS Submission - Lanarkshire,ML1 3BW,S08000032,NHS Lanarkshire
L002B,Lincluden Surgery,G71 7NE,S08000032,NHS Lanarkshire
L002G,Lanarkshire Cancer Referral Centre,,NA,NA
L002N,Helpers of the Holy Souls Convent,ML2 8HT,S08000032,NHS Lanarkshire
L002T,Hamilton Police Office,,NA,NA
L003A,Primary Care Services,ML1 3BW,S08000032,NHS Lanarkshire
L003B,Bothwell Medical Centre,G71 8ET,S08000032,NHS Lanarkshire
L003G,Lanarkshire Community Claudication Service,,NA,NA
L003T,Coatbridge Police Office,,NA,NA
L004A,Treasurer's Department,ML1 3BW,S08000032,NHS Lanarkshire
L004B,Strathmore Surgery,G74 1LF,S08000032,NHS Lanarkshire
L004G,Lanarkshire Referral Centre,,NA,NA
L004T,Biggar Ambulance Station,ML12 6EQ,S08000032,NHS Lanarkshire
L005A,Central Supplies Department,ML6 9DU,S08000032,NHS Lanarkshire
L005B,GP Surgery,G74 3NW,S08000032,NHS Lanarkshire
L005G,Hairmyres Cancer Referral Centre,,NA,NA
L005T,Coatbridge Ambulance Station,ML5 4RY,S08000032,NHS Lanarkshire
L006A,Health Promotion Department,ML1 3BW,S08000032,NHS Lanarkshire
L006B,The Murray Surgery,G75 0RT,S08000032,NHS Lanarkshire
L006G,Wishaw Cancer Referral Centre,,NA,NA
L006T,Cumbernauld Ambulance Station,G67 2PL,S08000032,NHS Lanarkshire
L007A,Finance Office,ML5 3BN,S08000032,NHS Lanarkshire
L007B,GP Surgery,G75 8JQ,S08000032,NHS Lanarkshire
L007G,Monklands Cancer Referral Centre,,NA,NA
L007T,Douglas Ambulance Station,ML11 0QT,S08000032,NHS Lanarkshire
L008A,Audit Training Centre,G71 8BB,S08000032,NHS Lanarkshire
L008B,GP Surgery,ML1 3DL,S08000032,NHS Lanarkshire
L008G,Wishaw General Day Hospital,,NA,NA
L008T,East Kilbride Ambulance Station,G75 8RH,S08000032,NHS Lanarkshire
L009A,Internal Audit Consortium of Lanarks,ML3 9AG,S08000032,NHS Lanarkshire
L009B,GP Surgery,ML1 5AG,S08000032,NHS Lanarkshire
L009G,Health Protection Scotland - Lanarkshire,,NA,NA
L009T,Hamilton Ambulance Station,ML3 9SZ,S08000032,NHS Lanarkshire
L010A,SALUS Occupational Health & Safety,ML5 4TD,S08000032,NHS Lanarkshire
L010B,GP Surgery,ML1 4JJ,S08000032,NHS Lanarkshire
L010G,Lanarkshire Community Services,,NA,NA
L010T,Law Ambulance Station,ML8 5ER,S08000032,NHS Lanarkshire
L011A,Willow House,ML4 3NJ,S08000032,NHS Lanarkshire
L011B,GP Surgery,ML1 5JU,S08000032,NHS Lanarkshire
L011G,GP Dermatology Service,,NA,NA
L011T,Shotts Ambulance Station,ML7 5BJ,S08000032,NHS Lanarkshire
L012A,Lanarkshire NHS Laundry,ML2 0JG,S08000032,NHS Lanarkshire
L012B,Gp-Surgery,ML1 5QW,S08000032,NHS Lanarkshire
L012G,Community Audiology Service,,NA,NA
L012T,SAS Project Office,EH54 8QL,S08000024,NHS Lothian
L013A,Old Age Psychiatry Department,ML2 9AX,S08000032,NHS Lanarkshire
L013B,The Glebe Medical Centre,ML11 0EG,S08000032,NHS Lanarkshire
L013G,Clinical Advice Centre,,NA,NA
L013T,Motherwell EMDC,ML1 2JE,S08000032,NHS Lanarkshire
L014A,Bellshill CHP Office,ML4 1AJ,S08000032,NHS Lanarkshire
L014B,GP Surgery,ML11 0PX,S08000032,NHS Lanarkshire
L014G,Lanarkshire Referral Update Centre,,NA,NA
L014T,Wishaw General Hospital Ambulance ASO,ML2 0DP,S08000032,NHS Lanarkshire
L015A,Merrystone Centre,ML5 1PG,S08000032,NHS Lanarkshire
L015B,The Surgery,ML11 8AJ,S08000032,NHS Lanarkshire
L015G,Lanarkshire AHP Referral Centre,,NA,NA
L015T,Monklands Hospital Ambulance ASO,ML6 0JS,S08000032,NHS Lanarkshire
L016A,NHS Lanarkshire Referral Management Service,G71 8BB,S08000032,NHS Lanarkshire
L016B,GP Surgery,ML11 9QE,S08000032,NHS Lanarkshire
L016G,Cumbernauld Midwifery Service,G65 OHU,NA,NA
L016T,Hairmyres Hospital Ambulance ASO,G75 8RG,S08000032,NHS Lanarkshire
L017A,SALUS Occupational Health,ML3 6HP,S08000032,NHS Lanarkshire
L017B,GP Surgery,ML11 9SB,S08000032,NHS Lanarkshire
L017G,Beckford Street,,NA,NA
L017T,Coatbridge Ambulance Station,ML5 4RY,S08000032,NHS Lanarkshire
L018A,Fountain Business Centre,ML5 3AA,S08000032,NHS Lanarkshire
L018B,The Surgery,ML12 6YA,S08000032,NHS Lanarkshire
L018G,Working Health Services Scotland (WHSS),,NA,NA
L018T,Lanark Sheriff Court,ML11 7NE,S08000032,NHS Lanarkshire
L019A,NHS GG&C Westmarc Wishaw,ML2 0EG,S08000032,NHS Lanarkshire
L019G,Lanarkshire Smoking Cessation Service,,NA,NA
L019T,Cumbernauld Ambulance Station,G67 2RL,S08000032,NHS Lanarkshire
L020A,Scottish Health Council Lanarkshire,ML3 0TA,S08000032,NHS Lanarkshire
L020B,GP Surgery,ML12 6TP,S08000032,NHS Lanarkshire
L020G,Lanarkshire Internal Referral,,NA,NA
L020T,East Kilbride Police Station,G74 1AA,S08000032,NHS Lanarkshire
L021A,Hamilton Information Project for Youth Office,ML3 7BE,S08000032,NHS Lanarkshire
L021B,Oak Lodge,ML3 7EN,S08000032,NHS Lanarkshire
L021G,Mental Health - Airdrie,,NA,NA
L021T,Lanark Police Station,ML11 9HB,S08000032,NHS Lanarkshire
L022A,Stanford Logistics,ML3 0ED,S08000032,NHS Lanarkshire
L022B,GP Surgery,ML3 0DR,S08000032,NHS Lanarkshire
L022G,Mental Health - Bellshill,,NA,NA
L022T,Cumbernauld Police Station,G67 1AX,S08000032,NHS Lanarkshire
L023A,Netherton House,ML2 0DZ,S08000032,NHS Lanarkshire
L023B,Portland Park Medical Centre,ML3 7JY,S08000032,NHS Lanarkshire
L023G,Mental Health - Clydesdale,,NA,NA
L023T,Motherwell Police Station,ML1 1RZ,S08000032,NHS Lanarkshire
L024A,Cambuslang Gate,G72 7EX,S08000032,NHS Lanarkshire
L024B,GP Surgery,ML3 7LA,S08000032,NHS Lanarkshire
L024G,Mental Health - Coatbridge,,NA,NA
L024T,@Home Centre,ML6 6DH,S08000032,NHS Lanarkshire
L025A,North Lanarkshire Council,G67 1DZ,S08000032,NHS Lanarkshire
L025B,GP Surgery,ML3 7QS,S08000032,NHS Lanarkshire
L025G,Mental Health - East Kilbride,,NA,NA
L025T,YMCA,ML4 1AB,S08000032,NHS Lanarkshire
L026A,Integrated Equipment and Adaptation Service,ML1 2AJ,S08000032,NHS Lanarkshire
L026B,GP Surgery,ML3 9AQ,S08000032,NHS Lanarkshire
L026G,Mental Health - Hamilton,,NA,NA
L026T,Universal Connections,ML11 7LA,S08000032,NHS Lanarkshire
L027B,GP Surgery,ML3 9EB,S08000032,NHS Lanarkshire
L027G,Mental Health - Motherwell,,NA,NA
L027T,Scottish Ambulance Service - Hamilton SFRS,ML3 0EA,S08000032,NHS Lanarkshire
L028B,Wellhall Medical Centre,ML3 9TZ,S08000032,NHS Lanarkshire
L028G,Mental Health - North,,NA,NA
L029B,Bruce Medical Centre,ML4 1QD,S08000032,NHS Lanarkshire
L029G,Mental Health - Wishaw,,NA,NA
L030B,GP Surgery,ML4 1DQ,S08000032,NHS Lanarkshire
L030G,Mental Health Lanarkshire Wide Services,,NA,NA
L031B,The Surgery,ML4 1RJ,S08000032,NHS Lanarkshire
L031G,Motherwell Health Centre (Anxious Adults Dental Service),ML1 1TB,S08000032,NHS Lanarkshire
L032B,GP Surgery,ML5 2RY,S08000032,NHS Lanarkshire
L032G,Douglas Street (Community Dental),ML5 3BJ,S08000032,NHS Lanarkshire
L033B,GP Surgery,ML5 3EE,S08000032,NHS Lanarkshire
L033G,Outreach Centre (Community Dental),ML5 3BJ,S08000032,NHS Lanarkshire
L034B,GP Surgery,ML5 4EW,S08000032,NHS Lanarkshire
L034G,Lanarkshire Cancer Treatment Helpline,,NA,NA
L035B,GP Surgery,ML6 6LF,S08000032,NHS Lanarkshire
L035G,Lanarkshire Public Dental Services,,NA,NA
L036B,Bankhouse Medical Centre,ML6 6LF,S08000032,NHS Lanarkshire
L036G,"Complete Dental Care, 151 Western Avenue, Cambuslang G72 8PE",G72 8PE,S08000032,NHS Lanarkshire
L037B,GP Surgery,ML6 6LN,S08000032,NHS Lanarkshire
L037G,Lanarkshire Named Person Service,,NA,NA
L038B,GP Surgery,ML6 6LS,S08000032,NHS Lanarkshire
L038G,Podiatry - North West,,NA,NA
L039B,GP Surgery,ML6 7PP,S08000032,NHS Lanarkshire
L039G,Podiatry - North East,,NA,NA
L040B,GP Surgery,ML6 8SR,S08000032,NHS Lanarkshire
L040G,Podiatry - South West,,NA,NA
L041B,GP Surgery,ML6 9SG,S08000032,NHS Lanarkshire
L041G,Podiatry - South East,,NA,NA
L042B,Dr Walimbe's Surgery,ML7 4AQ,S08000032,NHS Lanarkshire
L042G,Community Midwife Teams,,NA,NA
L043B,GP Surgery,ML7 4LR,S08000032,NHS Lanarkshire
L044B,The Surgery,ML8 5JH,S08000032,NHS Lanarkshire
L045B,Dr Parker's Surgery,ML9 1DZ,S08000032,NHS Lanarkshire
L046B,GP Surgery,ML9 1EX,S08000032,NHS Lanarkshire
L047B,The Avon Medical Centre,ML9 2BJ,S08000032,NHS Lanarkshire
L048B,GP Surgery,ML9 3EQ,S08000032,NHS Lanarkshire
L049B,Gp-Surgery,G69 7SP,S08000032,NHS Lanarkshire
L050B,GP Surgery,ML1 5QN,S08000032,NHS Lanarkshire
L051B,Millstream Surgery,ML6 7RF,S08000032,NHS Lanarkshire
L052B,Medical Centre,ML6 6DN,S08000032,NHS Lanarkshire
L100C,Monklands-Cumbernauld Dist Clinics,,NA,NA
L100N,Domiciliary Births,,NA,NA
L101A,Monklands Hospital Management,ML6 0JS,S08000032,NHS Lanarkshire
L101B,Abronhill Health Centre,G67 3BE,S08000032,NHS Lanarkshire
L101C,Adam Avenue Clinic,ML6 6DN,S08000032,NHS Lanarkshire
L101H,Alexander Hospital,ML5 2EW,S08000032,NHS Lanarkshire
L101K,Assumption House,ML6 6NS,S08000032,NHS Lanarkshire
L101L,Orbiston Nursery,,NA,NA
L101P,Longriggend Remand Institution,ML6 7TL,S08000032,NHS Lanarkshire
L101Q,Abronhill High School,G67 3AZ,S08000032,NHS Lanarkshire
L101R,Blairhill Street,ML5 1PG,S08000032,NHS Lanarkshire
L101S,Arranview Childrens Home,ML6 6NJ,S08000032,NHS Lanarkshire
L101V,Ellenvale Private Nursing Home,ML5 1PN,S08000032,NHS Lanarkshire
L102B,Airdrie Health Centre,ML6 0JU,S08000032,NHS Lanarkshire
L102C,Arranview Clinic,ML6 6NJ,S08000032,NHS Lanarkshire
L102H,Bellshill Hospital,ML4 3JN,S08000032,NHS Lanarkshire
L102K,St Andrew's Hospice,ML6 6DJ,S08000032,NHS Lanarkshire
L102L,Coatholm Nursery School,ML5 4DA,S08000032,NHS Lanarkshire
L102P,St Philip's Approved School,ML6 7SF,S08000032,NHS Lanarkshire
L102Q,Westfield Primary School,G68 9HJ,S08000032,NHS Lanarkshire
L102R,Gibson Lindsay Memorial Home,ML5 4LN,S08000032,NHS Lanarkshire
L102S,Tom Dunnachie Home,ML5 1PP,S08000032,NHS Lanarkshire
L102V,Arran House Nursing Home,ML6 6NJ,S08000032,NHS Lanarkshire
L103B,Central Health Centre,G67 1BJ,S08000032,NHS Lanarkshire
L103C,Holehills Clinic,ML6 6QT,S08000032,NHS Lanarkshire
L103H,Coathill Hospital,ML5 4DN,S08000032,NHS Lanarkshire
L103L,Albert Primary School,ML6 6EJ,S08000032,NHS Lanarkshire
L103Q,St Francis Of Assisi Primary School,G67 1EU,S08000032,NHS Lanarkshire
L103R,Meadowside House,ML6 7AG,S08000032,NHS Lanarkshire
L103V,Cleddans Nursing Home,ML6 0PW,S08000032,NHS Lanarkshire
L104B,Kildrum Health Centre,G67 2EU,S08000032,NHS Lanarkshire
L104C,Craigneuk Clinic,ML6 8AN,S08000032,NHS Lanarkshire
L104H,Victoria Memorial Cottage Hospital,G65 9AG,S08000032,NHS Lanarkshire
L104L,All Saints Primary School,ML6 9DU,S08000032,NHS Lanarkshire
L104Q,Carnbroe Primary School,ML5 4SU,S08000032,NHS Lanarkshire
L104R,Lochview Home,ML5 2NB,S08000032,NHS Lanarkshire
L104V,Ashlea Nursing Home,ML5 3HB,S08000032,NHS Lanarkshire
L105B,Kilsyth Community Health Centre,G65 9JE,S08000032,NHS Lanarkshire
L105C,Kirkwood Clinic,ML5 5SA,S08000032,NHS Lanarkshire
L105H,Wester Moffat Hospital,ML6 8LW,S08000032,NHS Lanarkshire
L105L,Chapelside Primary School,ML6 6LH,S08000032,NHS Lanarkshire
L105Q,Hillcrest Special School,,NA,NA
L105R,Merryston House,ML5 1PG,S08000032,NHS Lanarkshire
L105V,Darroch Nursing Home,G67 1PZ,S08000032,NHS Lanarkshire
L106B,Condorrat Health Centre,G67 4DN,S08000032,NHS Lanarkshire
L106C,Townhead Clinic,ML5 2JN,S08000032,NHS Lanarkshire
L106H,University Hospital Monklands,ML6 0JS,S08000032,NHS Lanarkshire
L106L,Dunrobin Primary School,ML6 8BH,S08000032,NHS Lanarkshire
L106Q,Willowbank School,ML5 1EG,S08000032,NHS Lanarkshire
L106R,Monklands House,ML6 7JZ,S08000032,NHS Lanarkshire
L106V,Ferguson House,ML6 0DB,S08000032,NHS Lanarkshire
L107B,Coatbridge Health Centre,ML5 3AP,S08000032,NHS Lanarkshire
L107C,Health Department Clinic,ML5 3BN,S08000032,NHS Lanarkshire
L107L,Golfhill Primary School,ML6 0LT,S08000032,NHS Lanarkshire
L107Q,Mavisbank School,ML6 0EB,S08000032,NHS Lanarkshire
L107R,Strain House,ML6 7BA,S08000032,NHS Lanarkshire
L107V,Rawyards House Nursing Home,ML6 7HP,S08000032,NHS Lanarkshire
L108C,Rosehall Clinic,ML5 4DR,S08000032,NHS Lanarkshire
L108L,Petersburn Primary School,ML6 8DX,S08000032,NHS Lanarkshire
L108Q,Eastfield Primary School,G68 9JT,S08000032,NHS Lanarkshire
L108R,Woodside House,ML5 5NE,S08000032,NHS Lanarkshire
L108V,Eastercroft House Nursing Home,ML6 8NY,S08000032,NHS Lanarkshire
L109C,Croy Clinic,G65 9HN,S08000032,NHS Lanarkshire
L109L,Rochsolloch Primary School,ML6 9AX,S08000032,NHS Lanarkshire
L109Q,Glengowan Primary School,ML6 7QP,S08000032,NHS Lanarkshire
L109R,Ochil View Residential Home,G67 1AP,S08000032,NHS Lanarkshire
L109V,Rannoch Lodge Nursing Home,G67 4ES,S08000032,NHS Lanarkshire
L110C,Community Centre Clinic,ML6 7JG,S08000032,NHS Lanarkshire
L110L,St Andrew's Primary School,ML6 0LL,S08000032,NHS Lanarkshire
L110Q,Cedar Road Nursery School,G67 3BL,S08000032,NHS Lanarkshire
L110R,Dunbeth Lodge Residential Home,ML5 3ES,S08000032,NHS Lanarkshire
L110V,Craig En Goyne Nursing Home,G65 0RS,S08000032,NHS Lanarkshire
L111C,Community Centre Clinic,G65 9EF,S08000032,NHS Lanarkshire
L111L,St Dominic's Primary School,ML6 8BX,S08000032,NHS Lanarkshire
L111R,Blair House,ML5 2EW,S08000032,NHS Lanarkshire
L111V,Centenary House Nursing Home,ML5 1DE,S08000032,NHS Lanarkshire
L112C,Banton & Kelvinhead Community Centre,G65 0QY,S08000032,NHS Lanarkshire
L112L,St Edward's Primary School,ML6 9LZ,S08000032,NHS Lanarkshire
L112R,Abbeyfield House,ML6 7AA,S08000032,NHS Lanarkshire
L112V,Cumbernauld Nursing Home,G67 4BW,S08000032,NHS Lanarkshire
L113L,St Serf's Primary School,ML6 6QU,S08000032,NHS Lanarkshire
L113R,Belhaven Residential Home,ML6 7EN,S08000032,NHS Lanarkshire
L113V,Abbeydale Court Care Home,ML3 7TN,S08000032,NHS Lanarkshire
